order_date,daily_revenue,daily_orders,aov,daily_revenue_rolling_mean,daily_revenue_rolling_std,daily_revenue_zscore,daily_revenue_anomaly,daily_orders_rolling_mean,daily_orders_rolling_std,daily_orders_zscore,daily_orders_anomaly,aov_rolling_mean,aov_rolling_std,aov_zscore,aov_anomaly
2017-12-22,14935.3,110,135.77545454545455,21550.405714285713,5149.205466311961,-1.2846847455523427,False,152.85714285714286,33.22362899819213,-1.2899597108875414,False,141.13942467604076,15.147415504532674,-0.35411784465680696,False
2017-12-23,12875.05,107,120.32757009345794,20490.230000000003,6122.459462936583,-1.243810603581759,False,149.42857142857142,36.891088096617196,-1.1501035512276472,False,136.1957296730342,15.537282602462033,-1.0212956786318483,False
2017-12-24,5759.01,59,97.61033898305084,18554.030000000002,8309.49806855394,-1.5398066037731994,False,138.85714285714286,50.48243447453957,-1.5818797902351203,False,129.3963366383895,20.544530748059,-1.5471756471411122,False
2017-12-25,10381.34,90,115.34822222222222,15871.062857142857,7281.939538222312,-0.7538819607506688,False,122.0,42.63801121065559,-0.7505040477123129,False,125.84573239541022,20.51339529681187,-0.511739281640007,False
2017-12-26,20549.43,168,122.31803571428571,15861.554285714286,7274.751006870508,0.6444035967496804,False,121.14285714285714,41.46254764414325,1.1301076638922263,False,126.39363733324744,20.334393424351685,-0.20042897439374532,False
2017-12-27,17700.4,166,106.6289156626506,14396.107142857143,5156.6106132670775,0.6407877392645235,False,120.42857142857143,40.492209715191386,1.1254369394005095,False,118.26917165096945,13.118852781479166,-0.8872922184744879,False
2017-12-28,15037.49,146,102.99650684931508,13891.145714285714,4843.042245747681,0.23669921250858508,False,120.85714285714286,40.785735134678916,0.6164620316351465,False,114.42929201006243,13.089160132975081,-0.8734544496820015,False
2017-12-29,16042.72,133,120.62195488721804,14049.348571428573,4900.58101812249,0.4067622637397243,False,124.14285714285714,40.691639482939436,0.2176649299386511,False,112.26450634460006,9.813621635266,0.8516171555447831,False
2017-12-30,13042.65,96,135.8609375,14073.29142857143,4894.29290001962,-0.2105802512488166,False,122.57142857142857,41.6647618612224,-0.6377434403665397,False,114.48355883124893,13.134891360322419,1.627526112117484,False
2017-12-31,8685.77,74,117.37527027027028,14491.4,4131.162588069875,-1.4053259527392394,False,124.71428571428571,38.08199174463026,-1.3317130588747808,False,117.30712044370885,10.824364277177978,0.006295965732150241,False
2018-01-01,6948.21,73,95.1809589041096,14000.952857142856,4842.905108633176,-1.4563041601972186,False,122.28571428571429,41.08817463988984,-1.19951092297651,False,114.42608282683561,13.727273764393896,-1.4019625639465596,False
2018-01-02,25315.0,203,124.70443349753694,14681.74857142857,6091.019476457326,1.745726059433973,False,127.28571428571429,48.954789638720946,1.54661650623046,False,114.7669967958715,13.983182075907534,0.7106706218742043,False
2018-01-03,31886.72,222,143.63387387387388,16708.365714285716,8951.272308822743,1.6956644555158795,False,135.28571428571428,59.72636013719642,1.4518595393239397,False,120.05341939747483,17.051982612266894,1.382857056131156,False
2018-01-04,34839.44,255,136.6252549019608,19537.215714285714,11185.399251734243,1.3680534723283795,False,150.85714285714286,75.19181819725809,1.3850291114074267,False,124.8575262621385,16.15937309529021,0.7282292803334123,False
2018-01-05,27720.39,209,132.63344497607656,21205.454285714284,11445.163753735915,0.5692304500369528,False,161.71428571428572,77.63099528262805,0.6091086957414764,False,126.57345341768972,16.271990443439698,0.3724185789962788,False
2018-01-06,27609.67,215,128.41706976744186,23286.457142857143,11030.406723893988,0.3919359426500513,False,178.71428571428572,73.77604463445265,0.4918359945359449,False,125.51004374160998,15.80027277000834,0.18398581265950817,False
2018-01-07,29433.01,195,150.93851282051284,26250.34857142857,9065.747948061593,0.3510644071294673,False,196.0,57.54128952326309,-0.017378824984374305,False,130.3047926773589,17.876413214105416,1.1542427385194287,False
2018-01-08,38714.4,292,132.58356164383562,30788.375714285714,4685.988107912506,1.691430729909628,False,227.28571428571428,34.40307295244734,1.8810612006588827,False,135.64802164017695,9.028245632797029,-0.3394302859028361,False
2018-01-09,30248.91,251,120.51358565737053,31493.219999999998,4053.937398020458,-0.3069386322067024,False,234.14285714285714,33.52823969645352,0.5027744674268104,False,135.0493290915817,9.965233873693425,-1.4586454887509617,False
2018-01-10,38479.53,277,138.91527075812274,32435.049999999996,4848.553555549901,1.2466563338423238,False,242.0,36.51940123642022,0.958394683785096,False,134.3752429321887,9.433147828644492,0.4812844989185776,False
2018-01-11,40056.96,264,151.73090909090908,33180.409999999996,5619.524291180611,1.2236889892605665,False,243.28571428571428,37.205350357684836,0.5567555610992156,False,136.5331935306099,11.528696126005276,1.3182510315297227,False
2018-01-12,30988.94,239,129.6608368200837,33647.345714285715,5211.187311713541,-0.5101343619543739,False,247.57142857142858,34.20456666809806,-0.25059310514297467,False,136.1085352226109,11.748928400871824,-0.5487903392150011,False
2018-01-13,28091.91,216,130.05513888888888,33716.23714285714,5120.464740118105,-1.098401693657091,False,247.71428571428572,34.04758574756922,-0.9314694424860922,False,136.34254509710334,11.585375503829649,-0.5427019785535743,False
2018-01-14,30962.53,232,133.45918103448275,33934.74,4936.557820823698,-0.6020814721266783,False,253.0,26.54555832275242,-0.7910927976979382,False,133.84549769909904,9.634576170993487,-0.04009690283827528,False
2018-01-15,38330.3,305,125.67311475409836,33879.86857142857,4876.343243871364,0.9126575398819148,False,254.85714285714286,29.963469822594103,1.673466305462616,False,132.85829100056515,10.12689215982874,-0.7095144426410376,False
2018-01-16,44237.17,301,146.96734219269104,35878.19142857143,5899.28122228321,1.4169486512788039,False,262.0,34.506038118953185,1.130236970861584,False,136.6373990770395,9.678374858904299,1.0673220727907409,False
2018-01-17,36089.22,282,127.97595744680852,35536.718571428566,5791.811149475031,0.09539355036144674,False,262.7142857142857,34.91759005484312,0.5523208862760368,False,135.07464003256604,10.122269182003734,-0.7012935991050486,False
2018-01-18,27774.77,238,116.70071428571428,33782.12,6048.903597237185,-0.9931303918852068,False,259.0,36.12016980395649,-0.5813926156487704,False,130.0703264889668,9.125328948098261,-1.4651101652657434,False
2018-01-19,29954.78,232,129.11543103448275,33634.38285714285,6140.4302440404035,-0.5992418626877317,False,258.0,36.85557397915974,-0.7054563853679743,False,129.9924113767381,9.1317342151156,-0.09603656015345764,False
2018-01-20,22381.68,184,121.63956521739132,32818.635714285716,7274.103769571719,-1.4348098466706667,False,253.42857142857142,44.1884492556486,-1.5711927573402313,False,128.79018656652414,9.660746273916525,-0.7401727719978629,False
2018-01-21,23829.83,194,122.83417525773194,31799.678571428572,8037.00916631615,-0.9916435836394145,False,248.0,49.2984110629675,-1.0953699893294184,False,127.2723285984169,9.63956623421715,-0.46041006751227476,False
2018-01-22,37137.64,310,119.7988387096774,31629.29857142857,7886.7262810739885,0.6984319262847956,False,248.71428571428572,50.28821692906545,1.2186893476887728,False,126.43314630635675,10.04899166471638,-0.6601963478558218,False
2018-01-23,34746.17,262,132.61896946564886,30273.441428571423,5931.423859348593,0.7540733350861532,False,243.14285714285714,45.458510649560154,0.4148209562454136,False,124.38337877392215,5.672944264456204,1.4517312893988321,False
2018-01-24,31700.17,243,130.45337448559673,29646.434285714287,5424.497554609461,0.3786038602857422,False,237.57142857142858,42.173677188727936,0.12871942383108936,False,124.73729549374904,6.002155263911709,0.952337742113391,False
2018-01-25,29634.42,232,127.73456896551724,29912.09857142857,5362.7420982724025,-0.051779214129656935,False,236.71428571428572,42.22445691663476,-0.11164822613570387,False,126.31356044800661,4.884668859156911,0.2909119447978083,False
2018-01-26,33995.0,228,149.10087719298247,30489.272857142852,5581.074689728312,0.6281455342837935,False,236.14285714285714,42.32583360639426,-0.19238503885312677,False,129.16862418493514,9.979241305836947,1.9973715833876844,False
2018-01-27,22031.08,153,143.9939869281046,30439.187142857143,5666.874102683004,-1.4837292995226927,False,231.71428571428572,49.67465579721123,-1.584596499986313,False,132.36211300075132,10.71780137631891,1.085285453512323,False
2018-01-28,24100.75,155,155.48870967741937,30477.889999999996,5614.8979030197415,-1.1357535097067952,False,226.14285714285714,56.34840598582039,-1.2625531441077436,False,137.0270464892781,12.786413642985258,1.443849988246666,False
2018-01-29,30481.32,246,123.90780487804878,29526.987142857142,4804.17698057908,0.1986464822176108,False,217.0,44.39969969868393,0.6531575708125702,False,137.61404165618828,11.9292753130831,-1.148958039647854,False
2018-01-30,29588.85,257,115.1317120622568,28790.227142857137,4231.724412064098,0.18872279462861324,False,216.28571428571428,43.58789696584067,0.9340731842647292,False,135.1158620271323,14.666650063666294,-1.3625572218691064,False
2018-01-31,32721.59,255,128.31996078431374,28936.144285714287,4364.320351681043,0.867362019570273,False,218.0,45.02591846185166,0.821748922930875,False,134.8110886412347,14.801233171879986,-0.43855317874817956,False
2018-02-01,30362.15,232,130.87133620689656,29040.105714285717,4392.303880390944,0.30099107933229197,False,218.0,45.02591846185166,0.3109320248927635,False,135.25919824714606,14.597362338454907,-0.30059280152896073,False
2018-02-02,27731.6,212,130.80943396226414,28145.334285714285,3814.6843190095433,-0.10845832868857415,False,215.71428571428572,44.8393959434269,-0.08283532006033206,False,132.64613492847198,13.284762889870278,-0.13825620987246526,False
2018-02-03,23448.66,193,121.4956476683938,28347.84571428571,3456.8402346406824,-1.4172438937707956,False,221.42857142857142,37.456005939666895,-0.758985661054288,False,129.43208646279905,12.794259250370713,-0.6203124885229514,False
